	10	0.9985968
	10.07	0.9987426
	10.14	0.9997615
	10.21	1.000928
	10.28	1.001431
	10.35	1.000934
	10.42	0.9998004
	10.49	0.9988298
	10.56	0.9986947
	10.63	0.9994739
	10.7	1.000608
	10.77	1.001304
	10.84	1.001087
	10.91	1.000126
	10.98	0.999103
	11.05	0.9987302
	11.12	0.9992561
	11.19	1.000297
	11.26	1.001117
	11.33	1.001151
	11.4	1.000386
	11.47	0.9993678
	11.54	0.9988073
	11.61	0.9990872
	11.68	0.9999974
	11.75	1.000893
	11.82	1.001153
	11.89	1.000607
	11.96	0.9996487
	12.03	0.9989514
	12.1	0.9989963
	12.17	0.9997389
	12.24	1.00065
	12.31	1.001093
	12.38	1.000767
	12.45	0.9999128
	12.52	0.9991319
	12.59	0.9989671
	12.66	0.999523
	12.73	1.0004
	12.8	1.000982
	12.87	1.00087
	12.94	1.000154
	13.01	0.999341
	13.08	0.9989996
	13.15	0.9993608
	13.22	1.000162
	13.29	1.000838
	13.36	1.000923
	13.43	1.000366
	13.5	0.9995664
	13.57	0.9990827
	13.64	0.9992464
	13.71	0.9999318
	13.78	1.000652
	13.85	1.000904
	13.92	1.000521
	13.99	0.9997782
	14.06	0.9991995
	14.13	0.9991863
	14.2	0.9997395
	14.27	1.000465
	14.34	1.000856
	14.41	1.000646
	14.48	0.9999899
	14.55	0.9993516
	14.62	0.999175
	14.69	0.9995756
	14.76	1.000265
	14.83	1.000758
	14.9	1.000714
	14.97	1.000173
	15.04	0.9995191
	15.11	0.9992094
	15.18	0.9994555
	15.25	1.000077
	15.32	1.000635
	15.39	1.000741
	15.46	1.000328
	15.53	0.9996902
	15.6	0.999275
	15.67	0.9993689
	15.74	0.9998994
	15.81	1.000491
	15.88	1.000731
	15.95	1.000458
	16.02	0.9998695
	16.09	0.9993795
	16.16	0.9993278
	16.23	0.9997433
	16.3	1.000329
	16.37	1.000674
	16.44	1.000542
	16.51	1.000031
	16.58	0.9995043
	16.65	0.9993289
	16.72	0.9996231
	16.79	1.000175
	16.86	1.000597
	16.93	1.000596
	17	1.000178
	17.07	0.9996399
	17.14	0.9993575
	17.21	0.9995242
	17.28	1.000017
	17.35	1.000489
	17.42	1.00061
	17.49	1.000302
	17.56	0.9997844
	17.63	0.9994212
	17.7	0.9994635
	17.77	0.9998763
	17.84	1.000367
	17.91	1.000592
	17.98	1.000399
	18.05	0.9999285
	18.12	0.9995123
	18.19	0.9994405
	18.26	0.9997593
	18.33	1.000241
	18.4	1.000548
	18.47	1.000467
	18.54	1.00006
	18.61	0.9996143
	18.68	0.9994406
	18.75	0.9996572
	18.82	1.000108
	18.89	1.000477
	18.96	1.000507
	19.03	1.000183
	19.1	0.9997347
	19.17	0.9994768
	19.24	0.9995871
	19.31	0.9999848
	19.38	1.000389
	19.45	1.000519
	19.52	1.000287
	19.59	0.9998592
	19.66	0.999536
	19.73	0.999541
	19.8	0.9998664
	19.87	1.000281
	19.94	1.000494
	20.01	1.00036
	20.08	0.9999757
	20.15	0.9996124
	20.22	0.9995231
	20.29	0.9997668
	20.36	1.000169
	20.43	1.000448
	20.5	1.000411
	20.57	1.000086
	20.64	0.9997049
	20.71	0.999533
	20.78	0.999688
	20.85	1.000058
	20.92	1.000382
	20.99	1.000435
	21.06	1.000183
	21.13	0.9998047
	21.2	0.9995666
	21.27	0.9996328
	21.34	0.999954
	21.41	1.000303
	21.48	1.000437
	21.55	1.000264
	21.62	0.9999087
	21.69	0.9996206
	21.76	0.9996
	21.83	0.9998585
	21.9	1.000212
	21.97	1.000414
	22.04	1.000324
	22.11	1.000008
	22.18	0.9996896
	22.25	0.9995906
	22.32	0.9997783
	22.39	1.000119
	22.46	1.000373
	22.53	1.000366
	22.6	1.000104
	22.67	0.9997731
	22.74	0.9996049
	22.81	0.9997147
	22.88	1.000023
	22.95	1.000312
	23.02	1.000381
	23.09	1.000184
	23.16	0.9998609
	23.23	0.999639
	23.3	0.9996724
	23.37	0.9999347
	23.44	1.000241
	23.51	1.000376
	23.58	1.000248
	23.65	0.9999474
	23.72	0.9996862
	23.79	0.9996459
	23.86	0.9998525
	23.93	1.00016
	24	1.000352
	24.07	1.000297
	24.14	1.000034
	24.21	0.9997503
	24.28	0.9996424
	24.35	0.9997845
	24.42	1.000075
	24.49	1.000309
	24.56	1.000325
	24.63	1.000113
	24.7	0.9998245
	24.77	0.9996606
	24.84	0.9997355
	24.91	0.9999945
	24.98	1.000255
	25.05	1.000336
	25.12	1.000181
	25.19	0.9999012
	25.26	0.9996927
	25.33	0.9997006
	25.4	0.9999171
	25.47	1.000189
	25.54	1.000327
	25.61	1.000235
	25.68	0.9999793
	25.75	0.9997401
	25.82	0.9996844
	25.89	0.9998496
	25.96	1.000118
	26.03	1.000302
	26.1	1.000274
	26.17	1.000054
	26.24	0.9997982
	26.31	0.9996847
	26.38	0.999792
	26.45	1.000043
	26.52	1.000262
	26.59	1.000296
	26.66	1.000123
	26.73	0.9998654
	26.8	0.9997038
	26.87	0.9997504
	26.94	0.9999708
	27.01	1.00021
	27.08	1.000301
	27.15	1.000181
	27.22	0.9999359
	27.29	0.9997379
	27.36	0.9997246
	27.43	0.9999041
	27.5	1.00015
	27.57	1.000289
	27.64	1.000226
	27.71	1.000006
	27.78	0.9997831
	27.85	0.9997134
	27.92	0.9998443
	27.99	1.000082
	28.06	1.000261
	28.13	1.000256
